stop,2022-02-22 17:00:00,2022-02-23 17:00:00,2022-02-24 17:00:00,0,1,2
5102268,4.33890044384571,4.33890044384571,4.33890044384571,-17.928831,6.0757804,9.588793
5102269,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5102270,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5102271,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5102272,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5102273,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5102274,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5102275,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5102276,2.373390105544722,0.0,0.0,-0.48605585,-2.5741472,-4.056875
5102277,2.432551128922036,0.0,0.0,-0.6688967,-2.514953,-4.1082687
5102278,2.510944336158852,0.0,0.0,-0.9111743,-2.436517,-4.176369
5102279,2.5488382959823164,0.0,0.0,-1.0282869,-2.3986015,-4.209288
5102280,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5102281,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5102282,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5102283,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5102284,4.316033534024479,4.316033534024479,4.316033534024479,-17.798246,6.0176773,9.527742
5102285,3.0178369201561406,3.0178369201561406,3.0178369201561406,-10.3847275,2.7191153,6.0618463
5102286,3.198095027865766,3.198095027865766,3.198095027865766,-11.414115,3.1771293,6.5430956
5102287,3.4466783021791105,3.4466783021791105,3.4466783021791105,-12.833682,3.8087497,7.2067575
5102288,3.5894125720636554,3.5894125720636554,3.5894125720636554,-13.648785,4.1714206,7.5878263
5102289,3.798780279797738,3.798780279797738,3.798780279797738,-14.844405,4.703399,8.146791
5102290,3.8681231633057807,3.8681231633057807,3.8681231633057807,-15.240396,4.87959,8.331923
5102291,10.231071577332813,10.231071577332813,10.231071577332813,-51.57683,21.047083,25.319578
5102292,13.187567502556332,13.187567502556332,13.187567502556332,-68.46028,28.559187,33.21277
5102293,13.244099442196438,13.244099442196438,13.244099442196438,-68.78311,28.702827,33.363693
5102294,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5102296,20.85539943076753,20.85539943076753,20.85539943076753,-112.24842,48.042233,53.684177
5102297,19.56855984833766,19.56855984833766,19.56855984833766,-104.89976,44.772522,50.248592
5102298,17.623571512822497,17.623571512822497,17.623571512822497,-93.79265,39.83054,45.055912
5102299,14.965375799377329,14.965375799377329,14.965375799377329,-78.61268,33.07638,37.959118
5102300,14.01647287152032,14.01647287152032,14.01647287152032,-73.193855,30.665337,35.42576
5102301,11.834208018896874,11.834208018896874,11.834208018896874,-60.73175,25.120462,29.599602
5102302,10.422800633379754,10.422800633379754,10.422800633379754,-52.671722,21.534245,25.831453
5102303,9.703443334972222,9.703443334972222,9.703443334972222,-48.563744,19.706442,23.91093
5102304,9.33628273160917,9.33628273160917,9.33628273160917,-46.467026,18.773533,22.930689
5102305,9.27699891812538,9.27699891812538,9.27699891812538,-46.128475,18.622898,22.772417
5102306,8.472550707453415,8.472550707453415,8.472550707453415,-41.53457,16.57889,20.62472
5102307,5.044298399356598,5.044298399356598,5.044298399356598,-21.957096,7.8681126,11.472048
5102308,4.717968705766378,0.0,4.717968705766378,-3.1180897,4.198448,8.429336
5102598,3.427704321137951,3.427704321137951,3.427704321137951,-12.725327,3.760539,7.156101
